cod_inst,instituicao,tcb,uf,sistema_atribuido,ultimo_trimestre,carteira_real
2321862,COOPSEBRAM - COOPERATIVA DE ECONOMIA E CRÉDITO LTDA.,b3S,AM,(sem marca no nome - segue individual),202103,949140.0
5419025,COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS PROFESSORES ESTADUAIS DA REGIÃO METROPOLITANA DE PORTO ALEGRE - EDUCREDI,b3S,RS,(sem marca no nome - segue individual),202603,916732.5
20177390,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS TRABALHADORES DO GRUPO EMPRESARIAL ITATIAIA LTDA. - COOPERITA,b3S,MG,(sem marca no nome - segue individual),202603,904122.9
21130869,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DA COOPEDER LTDA - COOPCREDER,b3S,MG,(sem marca no nome - segue individual),202603,872152.4
50654300,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA DANA,b3S,SP,(sem marca no nome - segue individual),202006,860204.44
5658367,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO SEBRAE BAHIA LTDA.,b3S,BA,(sem marca no nome - segue individual),202603,812933.8
5591437,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SERVIDORES PÚBLICOS ATIVOS, INATIVOS E PENSIONISTAS DA ADMINISTRAÇÃO DIRETA, INDIRETA E ASSEMBLÉIA LEGISLATIVA DO ESTADO DO RIO GRANDE SUL - COOPSERGS",b3S,RS,(sem marca no nome - segue individual),202603,778462.5
1499278,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO GARDÊNIA LTDA. - COOPERGARDÊNIA,b3S,MG,(sem marca no nome - segue individual),202009,766217.5
90560434,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DAS INDÚSTRIAS METALÚRGICAS DE PORTO ALEGRE E GRANDE PORTO ALEGRE,b3S,RS,(sem marca no nome - segue individual),202603,721484.06
52575206,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA GERDAU S/A-UNIDADE MOGI DAS CRUZES,b3S,SP,(sem marca no nome - segue individual),202109,714910.8
2330334,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COMERCIANTES DO VESTUÁRIO, CONFECÇÕES E ROCHAS ORNAMENTAIS - CREDSUL.",b3S,ES,(sem marca no nome - segue individual),202009,711219.6
3685335,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA UNIFI - CREDIUNIFI,b3S,MG,(sem marca no nome - segue individual),202512,707663.3
6942423,COOPERATIVA DE CRÉDITO MÚTUO DOS TRABALHADORES DO SISTEMA FINANCEIRO DE CURITIBA E REGIÃO - COOPCREFI,b3S,PR,(sem marca no nome - segue individual),202603,694307.8
8931800,"COOPERATIVA DE CRÉDITO DOS EMPREGADOS DA CBA ITAPISSUMA E EMPREGADOS DE EMPRESAS PRESTADORA DE SERVIÇOS INDUSTRIAIS, NO ESTADO DE PERNAMBUCO - CREDCOOPE",b3S,PE,(sem marca no nome - segue individual),202603,605568.06
71502181,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS BANCÁRIOS DE BELO HORIZONTE E REGIÃO METROPOLITANA LTDA. - COOPEB,b3S,MG,(sem marca no nome - segue individual),202603,601332.0
968834,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MOSAIC FERTILIZANTES DO BRASIL - COCRESGO LTDA.,b3S,GO,(sem marca no nome - segue individual),202603,591651.2
57987273,COOPERATIVA DE CRÉDITO DE CAPITAL E EMPRÉSTIMO DOS EMPREGADOS CELETISTAS DE COOPERATIVAS DOS ESTADOS DE SÃO PAULO E MINAS GERAIS - COCREUNI,b3S,SP,(sem marca no nome - segue individual),202603,572795.7
88183173,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO PARAMOUNT,b3S,RS,(sem marca no nome - segue individual),202506,568104.5
29985421,COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO GRUPO NEFFA E DEMAIS ESTABELECIMENTOS DO SETOR DE ALIMENTOS DA GRANDE VITÓRIA.,b3S,ES,(sem marca no nome - segue individual),202603,553032.75
1530136,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA COMPANHIA PAULISTA DE TRENS METROPOLITANOS - COOPERTREM,b3S,SP,(sem marca no nome - segue individual),202309,501670.2
68848563,COOPESA-COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA COESA TRANSPORTES E EMPRESAS COLIGADAS LTDA,b3S,RJ,(sem marca no nome - segue individual),202212,479983.56
16348005,COOPERATIVA DE CRÉDITO RURAL ILHÉUS LTDA,b3S,BA,(sem marca no nome - segue individual),201909,437403.1
3657230,COOPERATIVA DE CRÉDITO DOS FUNCIONÁRIOS DO GRUPO PPG,b3S,SP,(sem marca no nome - segue individual),202603,433471.12
2447184,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DO COLEGIO SANTO INACIO - COESI,b3S,RJ,(sem marca no nome - segue individual),202603,417103.28
2786691,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DO GRUPO HELIO ALONSO-COOPERHA-LTDA,b3S,RJ,(sem marca no nome - segue individual),202106,369659.97
4158581,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS BANCÁRIOS DE JUIZ DE FORA LTDA. - COCBAN,b3S,MG,(sem marca no nome - segue individual),202603,332558.22
3165497,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA SANEPAR - CREDISANEPAR,b3S,PR,(sem marca no nome - segue individual),202603,320057.8
5424088,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS NAS INDUSTRIAS QUIMICAS, FARMACEUTICAS E SIMILARES DA REGIAO METROPOLITANA DO RIO DE JANEIRO LTDA",b3S,RJ,(sem marca no nome - segue individual),202603,305115.22
44958981,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA CIA AÇUCAREIRA VALE DO ROSÁRIO - COOPERVALE,b3S,SP,(sem marca no nome - segue individual),202209,291416.44
62035456,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS DE REDUTORES DE TRANSMISSÃO DO ESTADO DE SÃO PAULO - COOPER-PTI,b3S,SP,(sem marca no nome - segue individual),202103,265354.94
34503581,COOPERATIVA DE CRÉDITO DE CAPITAL E EMPRÉSTIMO DOS FUNCIONÁRIOS DA SAÚDE DO SETOR PRIVADO DE MANAUS LTDA - COOPCRESP MANAUS,b3S,AM,(sem marca no nome - segue individual),202106,212678.11
45421856,COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FÁBRICA DE CIMENTO VOTORAN,b3S,SP,(sem marca no nome - segue individual),202212,207774.81
3219207,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO BANESPA DE BOTUCATU E CIDADES LIMÍTROFES,b3S,SP,(sem marca no nome - segue individual),202603,189711.89
83347294,COOPERATIVA DE CRÉDITO DA REGIÃO METROPOLITANA DE BELÉM,b3S,PA,(sem marca no nome - segue individual),201912,185948.58
71491609,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS BANCÁRIOS DE SOROCABA E REGIÃO,b3S,SP,(sem marca no nome - segue individual),202603,151374.0
5331882,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA GKN DO BRASIL LTDA,b3S,RS,(sem marca no nome - segue individual),202603,151037.88
1301541,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS BANCÁRIOS DO TRIÂNGULO LTDA.,b3S,MG,(sem marca no nome - segue individual),202603,131804.06
47944277,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA JOYSON SAFETY SYSTEMS - COOPERJSS,b3S,SP,(sem marca no nome - segue individual),202603,112239.05
83332700,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO PODER JUDICIÁRIO FEDERAL E MINISTÉRIO PÚBLICO DA UNIÃO NO ESTADO DO PARÁ - COOPERJUS-PA,b3S,PA,(sem marca no nome - segue individual),201903,80013.445
27140946,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DO GRUPO USINA PAINEIRAS LTDA - CRED-PAN,b3S,ES,(sem marca no nome - segue individual),202206,36675.18
33916883,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DO GRUPO BEZERRA DE MELLO LTDA,b3S,RJ,(sem marca no nome - segue individual),202006,35075.594
5740092,COOPERATIVA DE CRÉDITO DOS METALÚRGICOS DO ABC - CREDABC,b3S,SP,(sem marca no nome - segue individual),202603,30275.45
27669753,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DA TEADIT E OUTRAS EMPRESAS ASSOCIADAS LTDA,b3S,RJ,(sem marca no nome - segue individual),202106,20833.908
129753,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS SOMART LTDA.,b3S,MG,(sem marca no nome - segue individual),202603,16496.5
3618104,"CENTRAL DAS COOPERATIVAS DE CRÉDITO MÚTUO DO RIO GRANDE DO SUL, SANTA CATARINA E PARANÁ - CECRESUL",b3C,RS,(sem marca no nome - segue individual),202103,0.0
7814673,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS NA CAIXA ECONÔMICA FEDERAL NO ESTADO DE SÃO PAULO - APCEFCREDI-SP,b3S,SP,(sem marca no nome - segue individual),202103,0.0
5296712,COOPERASA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONARIOS DAS EMPRESAS DA AGUIA PARTICIPAÇÕES,b3S,PR,(sem marca no nome - segue individual),202212,0.0
2966385,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DOS ORGAOS DO MINISTERIO DA SAUDE NO ESTADO DO RIO DE JANEIRO - CREDISAU,b3S,RJ,(sem marca no nome - segue individual),201903,
42240382,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DA FABRIMAR S.A. INDUSTRIA E COMERCIO LTDA,b3S,RJ,(sem marca no nome - segue individual),201906,
29283884,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNIVERSIDADE FEDERAL FLUMINENSE E DOS SERVIDORES PÚBLICOS DA EDUCAÇÃO, SAÚDE E CULTURA NOS MUNICÍPIOS DO RIO DE JANEIRO E NITERÓI LTDA.",b3S,RJ,(sem marca no nome - segue individual),202003,
67087569,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO CECREB,b3S,SP,(sem marca no nome - segue individual),202012,
8202793,COOPERATIVA DE CRÉDITO RURAL DO AGRESTE CENTRAL ALAGOANO LTDA. - COOPCRAL,b3S,AL,(sem marca no nome - segue individual),202103,
4464352,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DA COOPER STANDARD AUTOMOTIVE BRASIL SEALING LTDA. E FLUID SYSTEMS LTDA.,b3S,MG,(sem marca no nome - segue individual),202109,
42153585,COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO IRB-BRASIL RE LTDA.,b3S,RJ,(sem marca no nome - segue individual),202112,
10719496,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES NAS INDÚSTRIAS METALÚRGICAS, MECÂNICA E MATERIAL ELÉTRICO DE SÃO LEOPOLDO E REGIÃO - COOPERMETAL",b3S,RS,(sem marca no nome - segue individual),202206,
2931166,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DO GRUPO PROGRESSO LTDA - PROCRED,b3S,RJ,(sem marca no nome - segue individual),202212,
50334234,COOPERATIVA DE CRÉDITO RURAL DOS AGROPECUARISTAS DA REGIÃO DE PORTO FELIZ,b3S,SP,(sem marca no nome - segue individual),202212,
5790149,CENTRAL COOPERATIVA DE CRÉDITO NO ESTADO DO ESPÍRITO SANTO - CECOOP,b3C,ES,(sem marca no nome - segue individual),202303,
3973743,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS IND.ALIMENTACAO REG.GRDE.VITORIA EST.ES-CREDI-ALIMENTO,b3S,ES,(sem marca no nome - segue individual),202306,
977212,COOPERATIVA DE CRÉDITO UNICOPER,b3S,SP,(sem marca no nome - segue individual),202309,
3139644,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DO ESTADO DE SÃO PAULO - CREDIPAULISTA,b3S,SP,(sem marca no nome - segue individual),202603,
92825397,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS ELETRICITÁRIOS E DOS TRABALHADORES DAS EMPRESAS DO SETOR DE ENERGIA - COOPCRECE,b3S,RS,(sem marca no nome - segue individual),202603,
33735192,COOPERATIVA DE ECONOMIA E CREDITO MUTUO JOHN F. KENNEDY LTDA,b3S,RJ,(sem marca no nome - segue individual),202603,
27302181,COOPERATIVA DE CRÉDITO DOS SERVIDORES DA UNIVERSIDADE FEDERAL DO ESPIRITO SANTO,b3S,ES,(sem marca no nome - segue individual),202603,
3844699,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS TRABALHADORES PORTUARIOS DA GRANDE VITORIA - CREDESTIVA.,b3S,ES,(sem marca no nome - segue individual),202603,
41146382,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DA PARAÍBA LTDA. -  COOPERLEGIS,b3S,PB,(sem marca no nome - segue individual),202603,
4995006,COOPESTADO - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS NA REGIÃO METROPOLITANA DO ESTADO DO RIO DE JANEIRO LIMITADA,b3S,RJ,(sem marca no nome - segue individual),202603,
53841911,COOPERATIVA DE CRÉDITO E INVESTIMENTO UNINDÚSTRIA,b3S,SC,(sem marca no nome - segue individual),202603,
5491616,"COOPERATIVA DE CRÉDITO, POUPANÇA E SERVIÇOS FINANCEIROS - EM LIQUIDAÇÃO EXTRAJUDICIAL",b3S,GO,(sem marca no nome - segue individual),202603,
5969937,COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE BEBEDOURO - COOCRESB.,b3S,SP,(sem marca no nome - segue individual),202603,
20833992,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DO CENTRO UNIVERSITÁRIO NEWTON PAIVA LTDA. - CREDIPAIVA,b3S,MG,(sem marca no nome - segue individual),202603,
62223733,COOPERATIVA DE CRÉDITO DE SERVIDORES DO PODER JUDICIÁRIO DA BAHIA LTDA. - COOPEJUS BAHIA,b3S,BA,(sem marca no nome - segue individual),202603,
204963,COOPERATIVA DE CREDITO RURAL SEARA - CREDISEARA,b3S,SC,(sem marca no nome - segue individual),202603,
67031757,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA PRODAM/SP - CREDIPRODAM,b3S,SP,(sem marca no nome - segue individual),202603,
75174953,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO VOTORANTIM LIMITADA.,b3S,PR,(sem marca no nome - segue individual),202603,
7651495,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO PODER JUDICIÁRIO E SERVIDORES PÚBLICOS DO ESTADO DE SÃO PAULO - SPCRED,b3S,SP,(sem marca no nome - segue individual),202603,
11356599,"COOPERATIVA DE CRÉDITO DOS FUNCIONÁRIOS DA PERPART, DO IPA E DA ADAGRO - COOPEMATER",b3S,PE,(sem marca no nome - segue individual),202603,
8482873,COOPERATIVA DE CRÉDITO RURAL DO AGRESTE ALAGOANO - COOPERAGRE,b3S,AL,(sem marca no nome - segue individual),202603,
5463212,COOPERATIVA CENTRAL DE CRÉDITO - AILOS,b3C,SC,Ailos,202603,8.055414e+08
26563270,CREDISIS PRIMACREDI COOPERATIVA DE CRÉDITO,b3S,MT,Credisis,202603,1.3206584e+09
3222753,CREDISIS CREDIARI - COOPERATIVA DE CRÉDITO LTDA.,b3S,RO,Credisis,202603,7.5190554e+08
2309070,CREDISIS JICRED - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO JICRED,b3S,RO,Credisis,202603,7.12331e+08
3985375,CREDISIS SUDOESTE/RO - COOPERATIVA DE CRÉDITO E INVESTIMENTO DO SUDOESTE DE RONDÔNIA,b3S,RO,Credisis,202603,1.3845416e+08
5597773,CREDISIS CREDIBRÁS COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO DO OESTE DE RONDÔNIA,b3S,RO,Credisis,202603,1.2372662e+08
97259253,COOPERATIVA E ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DO PLANALTO MÉDIO DO RIO GRANDE DO SUL LTDA. - CREDISIS/CREDIPLAN,b3S,RS,Credisis,202603,1.00447224e+08
4632856,CREDISIS - CENTRAL DE COOPERATIVAS DE CRÉDITO LTDA.,b3C,RO,Credisis,202603,9.43898e+07
5439425,CREDISIS CAPITALCREDI - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ACRE LTDA,b3S,AC,Credisis,202603,6.890107e+07
4985665,CREDISIS OESTE - COOPERATIVA DE CRÉDITO E INVESTIMENTO DO OESTE,b3S,RO,Credisis,202603,5.587166e+07
7494300,CREDISIS/CREDISUL COOPERATIVA DE CRÉDITO,b3S,RS,Credisis,202603,4.535077e+07
83325811,CREDISIS COOPERUFPA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS FEDERAIS E ESTADUAIS E DAS ENTIDADES DE ENSINO COM SEUS RESPECTIVOS FUNCIONÁRIOS NO ESTADO DO PARÁ,b3S,PA,Credisis,202603,2.1395112e+07
4831810,CRESERV CREDISIS - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DE PINHÃO,b3S,PR,Credisis,202603,1.9803692e+07
6975532,CREDISIS COOPESA - COOPERATIVA DE ECONOMIA E CRÉDITO,b3S,RS,Credisis,202603,1.0612821e+07
991739,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DA REGIÃO METROPOLITANA DE BELÉM - CREDISIS CREDBEM METROPOLITANA,b3S,PA,Credisis,202603,9.094281e+06
1330387,"COOPERATIVA DE CRÉDITO, POUPANÇA E SERVIÇOS FINANCEIROS DE AGRICULTORES E AEROPORTUÁRIOS DO BRASIL - CREHNOR",b3S,PR,Crehnor,202603,2.8484716e+07
5879577,COOPERATIVA CENTRAL DE CREDITO RURAL HORIZONTES NOVOS - CREHNOR CENTRAL,b3C,RS,Crehnor,201903,
971300,COOPERATIVA DE CREDITO E INVESTIMENTO COM INTERACAO SOLIDARIA PIONEIRA - CRESOL PIONEIRA,b3S,PR,Cresol,202603,2.797815e+09
5276770,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA FRONTEIRAS PR/SC/SP/ES - CRESOL FRONTEIRAS PR/SC/SP/ES,b3S,PR,Cresol,202603,2.1967186e+09
17343510,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA RAIZ - CRESOL RAIZ,b3S,RS,Cresol,202603,2.1810734e+09
4350225,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA TRADIÇÃO - CRESOL TRADIÇÃO,b3S,PR,Cresol,202603,1.8668076e+09
2663426,COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL NOROESTE,b3S,RS,Cresol,202603,1.7787163e+09
5231945,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA UNIÃO DOS VALES - CRESOL UNIÃO DOS VALES,b3S,PR,Cresol,202603,1.7361882e+09
2910987,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA CENTRO SUL - CRESOL CENTRO SUL,b3S,RS,Cresol,202603,1.631761e+09
7512780,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DO VALE EUROPEU - CRESOL VALE EUROPEU,b3S,SC,Cresol,202603,1.5720042e+09
2446089,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA UNIÃO - CRESOL UNIÃO,b3S,PR,Cresol,202603,1.3994045e+09
10520232,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DA AMAZÔNIA - CRESOL AMAZÔNIA,b3S,RO,Cresol,202603,1.242175e+09
7268499,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA INTEGRAÇÃO - CRESOL INTEGRAÇÃO,b3S,PR,Cresol,202603,1.2278938e+09
3965737,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA VANGUARDA - CRESOL VANGUARDA,b3S,SC,Cresol,202603,1.1913755e+09
5863726,COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DO PLANALTO SERRA SUL DO RIO GRANDE DO SUL - CRESOL PLANALTO SERRA SUL,b3S,RS,Cresol,202603,1.0735558e+09
8560508,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA TRIUNFO - CRESOL TRIUNFO,b3S,PR,Cresol,202603,9.871577e+08
8624548,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DE MINAS GERAIS - CRESOL MINAS GERAIS,b3S,MG,Cresol,202603,9.76247e+08
2448310,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA PROGRESSO - CRESOL PROGRESSO,b3S,PR,Cresol,202603,9.1677805e+08
6031727,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA ESSÊNCIA - CRESOL ESSÊNCIA,b3S,RS,Cresol,202603,9.072044e+08
7925729,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA NORTE PARANAENSE - CRESOL NORTE PARANAENSE,b3S,PR,Cresol,202603,8.5346675e+08
2934201,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA LIDERANÇA - CRESOL LIDERANÇA,b3S,PR,Cresol,202603,8.438072e+08
6126780,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA GRANDES LAGOS PR/SP - CRESOL GRANDES LAGOS PR/SP,b3S,PR,Cresol,202603,8.344268e+08
6139650,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DO RIO GRANDE DO SUL - CRESOL RIO GRANDE DO SUL,b3S,RS,Cresol,202603,8.250574e+08
5220243,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA ORIGENS - CRESOL ORIGENS,b3S,RS,Cresol,202603,8.1034144e+08
5277312,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA HORIZONTE - CRESOL HORIZONTE,b3S,PR,Cresol,202603,8.0360275e+08
11969853,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA CONEXÃO - CRESOL CONEXÃO,b3S,PR,Cresol,202603,7.013561e+08
7946451,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA ATIVA - CRESOL ATIVA,b3S,SC,Cresol,202603,5.987782e+08
7465539,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA ALTO VALE - CRESOL ALTO VALE,b3S,SC,Cresol,202603,5.8369325e+08
5983995,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA COOPERAR - CRESOL COOPERAR,b3S,RS,Cresol,202603,5.800811e+08
4663561,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA VALE DAS ÁGUAS PR/MG - CRESOL VALE DAS ÁGUAS PR/MG,b3S,PR,Cresol,202603,5.699846e+08
4261151,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA TRANSFORMAÇÃO - CRESOL TRANSFORMAÇÃO,b3S,SC,Cresol,202603,5.614287e+08
2844024,COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA CRESOL EVOLUÇÃO,b3S,SC,Cresol,202603,5.1885475e+08
2766672,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA PLANALTO SUL - CRESOL PLANALTO SUL,b3S,SC,Cresol,202603,5.0338973e+08
7252614,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA CONFIANÇA - CRESOL CONFIANÇA,b3S,RS,Cresol,202603,4.7507606e+08
4490531,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DE GOIÁS - CRESOL GOIÁS,b3S,GO,Cresol,202603,4.653522e+08
7412987,COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL ALIANÇA,b3S,SC,Cresol,202603,4.6348554e+08
8055016,COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL INTERAÇÃO,b3S,SC,Cresol,202603,4.3542218e+08
4622657,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA GERAÇÕES - CRESOL GERAÇÕES,b3S,RS,Cresol,202312,4.1229078e+08
5494591,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA NASCENTE - CRESOL NASCENTE,b3S,SC,Cresol,202603,3.96943e+08
8488377,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA MISSÕES FRONTEIRA RS - CRESOL MISSÕES FRONTEIRA RS,b3S,RS,Cresol,202603,3.9131418e+08
2904125,COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE JACUTINGA - CRESOL JACUTINGA,b3S,RS,Cresol,202603,3.4063702e+08
7215632,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA ALTERNATIVA - CRESOL ALTERNATIVA,b3S,SC,Cresol,202603,3.3399827e+08
1155801,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA CENTRO SERRA - CRESOL CENTRO SERRA,b3S,SC,Cresol,202603,3.2295178e+08
3485130,COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL ENCOSTAS DA SERRA GERAL,b3S,SC,Cresol,202603,2.9872563e+08
5211129,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA CENTRO NORTE - CRESOL CENTRO NORTE,b3S,RS,Cresol,202509,2.9115424e+08
